X,Y,OBJECTID,Shape_Leng,Shape_Area,zone,LocationID,borough
-74.1767785471836,40.6895151478041,1,0.116357453189,0.0007823067885,Newark Airport,1,EWR
-73.826141187548,40.6257250653608,2,0.43346966679,0.00486634037837,Jamaica Bay,2,Queens
-73.8494797117996,40.865872048605,3,0.0843411059012,0.000314414156821,Allerton/Pelham Gardens,3,Bronx
-73.9770238531481,40.7241508237096,4,0.0435665270921,0.000111871946192,Alphabet City,4,Manhattan
-74.1899382186973,40.5503388087421,5,0.0921464898574,0.000497957489363,Arden Heights,5,Staten Island
-74.067784415989,40.5990540522729,6,0.150490542523,0.000606460984581,Arrochar/Fort Wadsworth,6,Staten Island
-73.9214822351202,40.7610941908167,7,0.107417171123,0.000389787989274,Astoria,7,Queens
-73.9231996351178,40.7786091900538,8,0.0275906911574,2.6587716279e-05,Astoria Park,8,Queens
-73.788019387688,40.754399171435,9,0.0997840924705,0.000338443803197,Auburndale,9,Queens
-73.7916548635917,40.6781018844652,10,0.0998394794152,0.000435823818081,Baisley Park,10,Queens
-74.0106145777981,40.6039781434649,11,0.0792110389596,0.00026452053504,Bath Beach,11,Brooklyn
-74.015489822631,40.7024875740508,12,0.0366613013579,4.1511623673e-05,Battery Park,12,Manhattan
-74.016119676412,40.7116120409705,13,0.0502813228631,0.000149358592917,Battery Park City,13,Manhattan
-74.0304481021718,40.6235833928851,14,0.175213698053,0.00138177826442,Bay Ridge,14,Brooklyn
-73.7879935355271,40.7852453578965,15,0.14433622262,0.000925219395547,Bay Terrace/Fort Totten,15,Queens
-73.7716756284112,40.7612343254116,16,0.141291873771,0.000871889446182,Bayside,16,Queens
-73.949180773692,40.6919912634501,17,0.093522632948,0.000322957654799,Bedford,17,Brooklyn
-73.8869234351293,40.8687686529424,18,0.0697995498569,0.000148850163948,Bedford Park,18,Bronx
-73.727896170924,40.7364716742208,19,0.101824875452,0.000546661094782,Bellerose,19,Queens
-73.8860353385252,40.85777309594,20,0.0514401924362,0.000134512633032,Belmont,20,Bronx
-73.9813014192894,40.6020489344534,21,0.115973569062,0.000380251345507,Bensonhurst East,21,Brooklyn
-73.9942964016157,40.609626222139,22,0.126170229196,0.000472062684608,Bensonhurst West,22,Brooklyn
-74.1593411184408,40.6074284613633,23,0.290556028962,0.00219556576201,Bloomfield/Emerson Hill,23,Staten Island
-73.9655685008179,40.8020326846966,24,0.0469999619287,6.0723573775e-05,Bloomingdale,24,Manhattan
-73.9864596713285,40.6856156764959,25,0.0471458199319,0.000124168267356,Boerum Hill,25,Brooklyn
-73.9895605620844,40.6286134091129,26,0.12354780707,0.000534039927626,Borough Park,26,Brooklyn
-73.9097817318296,40.5589421136734,27,0.202508808518,0.00134088762746,Breezy Point/Fort Tilden/Riis Beach,27,Queens
-73.8073148986691,40.7108516062059,28,0.097960782214,0.000291203927662,Briarwood/Jamaica Hills,28,Queens
-73.9605803598493,40.5821933711721,29,0.0714083127733,0.000201673837402,Brighton Beach,29,Brooklyn
-73.8200979414619,40.6048766987844,30,0.0945097669793,0.000145862107626,Broad Channel,30,Queens
-73.8757213805039,40.8599258834334,31,0.0964245666516,0.000333975927329,Bronx Park,31,Bronx
-73.8646243306344,40.8644452005708,32,0.05426721601,0.000150879171971,Bronxdale,32,Bronx
-73.9953288805328,40.6962386836946,33,0.0532702931967,0.000147416802448,Brooklyn Heights,33,Brooklyn
-73.9677011560345,40.7025605301965,34,0.0657059323545,0.000173946146651,Brooklyn Navy Yard,34,Brooklyn
-73.9124714112829,40.663799060608,35,0.085787918592,0.000323825195932,Brownsville,35,Brooklyn
-73.9161942746904,40.6988739907157,36,0.0870507867063,0.000247666139269,Bushwick North,36,Brooklyn
-73.9259408152051,40.6962628728162,37,0.142810040466,0.000452062644782,Bushwick South,37,Brooklyn
-73.7355503356822,40.6933168280706,38,0.0832175685234,0.000327392684821,Cambria Heights,38,Queens
-73.8997822566826,40.6388776813529,39,0.132369620757,0.00090028293862,Canarsie,39,Brooklyn
-73.99581790866,40.6785035606694,40,0.0518506648762,0.000108949211644,Carroll Gardens,40,Brooklyn
-73.9520643705523,40.8042043196445,41,0.052793109453,0.000143093037737,Central Harlem,41,Manhattan
-73.9395193400941,40.8210432481454,42,0.0927092274616,0.000263896952605,Central Harlem North,42,Manhattan
-73.9655721742261,40.7824596006426,43,0.0997386183576,0.000379662912054,Central Park,43,Manhattan
-74.2295254958276,40.5273168902315,44,0.235688967594,0.00194465649192,Charleston/Tottenville,44,Staten Island
-73.9982525452979,40.7130584697312,45,0.0459068626235,9.1359468856e-05,Chinatown,45,Manhattan
-73.7864259615609,40.8474694715252,46,0.134475429879,0.000926391677672,City Island,46,Bronx
-73.8969289384912,40.8457548038174,47,0.0898275563294,0.000163198117339,Claremont/Bathgate,47,Bronx
-73.9898566520191,40.7622366943827,48,0.0437467441431,9.4253842538e-05,Clinton East,48,Manhattan
-73.9649334691936,40.6885144373624,49,0.0752900183427,0.000203185525471,Clinton Hill,49,Brooklyn
-73.9938997681529,40.7666918128625,50,0.0557479867536,0.000173249283326,Clinton West,50,Manhattan
-73.83041955048,40.8740723627585,51,0.0953613442277,0.000395756553505,Co-Op City,51,Bronx
-73.9969227180023,40.6866039903313,52,0.0289076710093,4.520275096e-05,Cobble Hill,52,Brooklyn
-73.8440792356717,40.7819836057419,53,0.161500913385,0.000947530980821,College Point,53,Queens
-74.0030934802706,40.6869905668706,54,0.0762192448554,0.000132452130536,Columbia Street,54,Brooklyn
-73.9904735561227,40.5768972746943,55,0.149956807524,0.000736274713586,Coney Island,55,Brooklyn
-73.8590561941745,40.7415985183018,56,0.0568478126677,0.000180907844436,Corona,56,Queens
-73.8533838202807,40.75231475676,57,0.0192705048557,1.8025980792e-05,Corona,56,Queens
-73.8207250601369,40.8415088688737,58,0.0598554094851,0.000204980931361,Country Club,58,Bronx
-73.8930766915585,40.8388556804552,59,0.0377948070893,6.2876523065e-05,Crotona Park,59,Bronx
-73.8897802710264,40.8312936607615,60,0.0786482878226,0.000161833284912,Crotona Park East,60,Bronx
-73.9412833434095,40.6738413689526,61,0.117310808097,0.000510772092295,Crown Heights North,61,Brooklyn
-73.949268913492,40.6670833198007,62,0.0822593359838,0.000158238169004,Crown Heights South,62,Brooklyn
-73.8776771989887,40.6848229735851,63,0.119100721883,0.000353190910142,Cypress Hills,63,Brooklyn
-73.7314527800241,40.7606682947312,64,0.18445188474,0.00105790284614,Douglaston,64,Queens
-73.9855709103419,40.6953719451296,65,0.0446070683658,8.1803882541e-05,Downtown Brooklyn/MetroTech,65,Brooklyn
-73.9863824464887,40.7017322090197,66,0.0546334593634,0.000108378855948,DUMBO/Vinegar Hill,66,Brooklyn
-74.0147359432118,40.6184540235752,67,0.0997470781551,0.000394282272487,Dyker Heights,67,Brooklyn
-73.9999401557,40.748397162671,68,0.0493373795569,0.000111073378655,East Chelsea,68,Manhattan
-73.9153682953623,40.8306044452363,69,0.0789896450483,0.00019905160381,East Concourse/Concourse Village,69,Bronx
-73.8684053913991,40.7639477210203,70,0.0638403183367,0.000195458476728,East Elmhurst,70,Queens
-73.9377345760915,40.6439287510256,71,0.0931694551828,0.000382572587364,East Flatbush/Farragut,71,Brooklyn
-73.9202093751089,40.6524529042,72,0.0952020695166,0.000323532461947,East Flatbush/Remsen Village,72,Brooklyn
-73.8066010835421,40.7536968193036,73,0.0853020209129,0.000291799754395,East Flushing,73,Queens
-73.9383133149248,40.8055646797434,74,0.11029093625,0.000295038418204,East Harlem North,74,Manhattan
-73.9449566719829,40.7906498131879,75,0.0876638997685,0.00024056392715,East Harlem South,75,Manhattan
-73.8783788222371,40.6587031028169,76,0.241203016269,0.00126660143241,East New York,76,Brooklyn
-73.8957171457067,40.6677017199154,77,0.075461081444,0.000191917981315,East New York/Pennsylvania Avenue,77,Brooklyn
-73.8866447286733,40.846011133076,78,0.0935944495806,0.000191114419551,East Tremont,78,Bronx
-73.9852139376555,40.7279439556965,79,0.0426249113144,0.000107893068218,East Village,79,Manhattan
-73.9423358095771,40.7144620687618,80,0.117212621448,0.00040732245622,East Williamsburg,80,Brooklyn
-73.8455513346595,40.8773597611109,81,0.197592771731,0.00039956655019,Eastchester,81,Bronx
-73.8723463998089,40.7384711451318,82,0.119875649697,0.000323601079994,Elmhurst,82,Queens
-73.8892345115106,40.740149645985,83,0.105984933269,0.000217463718718,Elmhurst/Maspeth,83,Queens
-74.1739579641169,40.5320157425094,84,0.233623987032,0.00207375572052,Eltingville/Annadale/Prince's Bay,84,Staten Island
-73.9522089235581,40.6472548455644,85,0.0574751473562,0.000143637804933,Erasmus,85,Brooklyn
-73.7541915046308,40.6025875430333,86,0.134245282582,0.000623278815249,Far Rockaway,86,Queens
-74.0078109913198,40.7066582793789,87,0.0369015496117,6.7205021069e-05,Financial District North,87,Manhattan
-74.0113075756494,40.7033942088547,88,0.0352046035327,5.7299945541e-05,Financial District South,88,Manhattan
-73.9626943864698,40.6409826942745,89,0.122794569553,0.000447548142373,Flatbush/Ditmas Park,89,Brooklyn
-73.9967770109211,40.7425467941511,90,0.0307591620819,5.531324763e-05,Flatiron,90,Manhattan
-73.9325432531215,40.6273890415202,91,0.124996624585,0.000537330013243,Flatlands,91,Brooklyn
-73.830446663996,40.7641269160533,92,0.117830066799,0.000374946617289,Flushing,92,Queens
-73.8418971404074,40.7392419968233,93,0.170998027597,0.000594278183978,Flushing Meadows-Corona Park,93,Queens
-73.9005936566449,40.8582578254517,94,0.0498326083147,6.2581940739e-05,Fordham South,94,Bronx
-73.8482280477574,40.7234787937064,95,0.113629605476,0.00057277033803,Forest Hills,95,Queens
-73.8759726709683,40.6957597292338,96,0.185180248095,0.000547566253402,Forest Park/Highland Park,96,Queens
-73.9755770542604,40.6906172512071,97,0.0624760147423,0.000163303970435,Fort Greene,97,Brooklyn
-73.7795627090344,40.7338408065898,98,0.121661018278,0.000485773020954,Fresh Meadows,98,Queens
-74.1877048891303,40.5796170852989,99,0.1833714893,0.00121016463877,Freshkills Park,99,Staten Island
-73.9887858961858,40.7535140335952,100,0.0248131090342,3.7470021029e-05,Garment District,100,Manhattan
-73.7090728013721,40.7437423878521,101,0.101709836277,0.000452342528877,Glen Oaks,101,Queens
-73.8820093188063,40.7026675398567,102,0.136900484646,0.000296595466345,Glendale,102,Queens
-74.0451809240024,40.6898598987977,103,0.0143055167343,6.330563613e-06,Governor's Island/Ellis Island/Liberty Island,103,Manhattan
-74.0391307878279,40.6986721189611,104,0.0212208330928,1.1920533971e-05,Governor's Island/Ellis Island/Liberty Island,103,Manhattan
-74.018794454332,40.6881376609938,105,0.0774253398314,0.000368636392805,Governor's Island/Ellis Island/Liberty Island,103,Manhattan
-73.9917627093719,40.6733620674967,106,0.0492110119798,0.000113616826567,Gowanus,106,Brooklyn
-73.9833104067285,40.7373482958038,107,0.0380413645908,7.4611219267e-05,Gramercy,107,Manhattan
-73.9803747141946,40.5891086684815,108,0.11117141227,0.000352866009465,Gravesend,108,Brooklyn
-74.1527267822435,40.5488292033125,109,0.178267819599,0.00116960076185,Great Kills,109,Staten Island
-74.125848577545,40.5432647418343,110,0.103946292913,0.000525745098785,Great Kills Park,110,Staten Island
-73.9909882973692,40.6521147992908,111,0.0599308800658,0.000208683276503,Green-Wood Cemetery,111,Brooklyn
-73.9484813793274,40.7288301832481,112,0.107267875765,0.000462068671429,Greenpoint,112,Brooklyn
-73.9946280863516,40.7324852900112,113,0.032745350566,5.79634567e-05,Greenwich Village North,113,Manhattan
-73.9986780883424,40.7286125116114,114,0.0317270347711,4.7020770495e-05,Greenwich Village South,114,Manhattan
-74.0924737512597,40.6201412140989,115,0.116169413964,0.000373168991958,Grymes Hill/Clifton,115,Staten Island
-73.9473672226893,40.8275353181433,116,0.0681164844265,0.000260415337217,Hamilton Heights,116,Manhattan
-73.7760917621825,40.5960939870338,117,0.169885857987,0.00090429427072,Hammels/Arverne,117,Queens
-74.1370645598249,40.5856635498662,118,0.243966217692,0.00182693922711,Heartland Village/Todt Hill,118,Staten Island
-73.9269600267724,40.8367339066025,119,0.0835070355744,0.000185779447534,Highbridge,119,Bronx
-73.9308068590011,40.846004071341,120,0.0832612702158,9.3146282131e-05,Highbridge Park,120,Manhattan
-73.7996959805071,40.7273675227028,121,0.0969153373445,0.000384563286473,Hillcrest/Pomonok,121,Queens
-73.7615717285247,40.7110871027152,122,0.0665318439446,0.000226597104976,Hollis,122,Queens
-73.9651986520875,40.6002034896109,123,0.0834211389387,0.000296445173366,Homecrest,123,Brooklyn
-73.8500167185977,40.6595718151337,124,0.127724410062,0.000754837821479,Howard Beach,124,Queens
-74.0071760746138,40.7253761379773,125,0.0497322121757,7.6429320989e-05,Hudson Sq,125,Manhattan
-73.8849914059533,40.8139051295192,126,0.12994872606,0.0007032738273,Hunts Point,126,Bronx
-73.920322525488,40.8650572991152,127,0.0600188855815,0.000163195647796,Inwood,127,Manhattan
-73.925436514929,40.8721816067254,128,0.0702090290681,0.000207405982869,Inwood Hill Park,128,Manhattan
-73.887408439108,40.7590689865717,129,0.0932727273403,0.00047398833179,Jackson Heights,129,Queens
-73.8003612946333,40.7032425130703,130,0.142028320665,0.000468322514327,Jamaica,130,Queens
-73.7713780967752,40.720373632677,131,0.116547120922,0.000423696152789,Jamaica Estates,131,Queens
-73.7783406791465,40.6426831088204,132,0.24547851707,0.00203830095472,JFK Airport,132,Queens
-73.9743362348833,40.6393871004843,133,0.065134863162,0.000157188987507,Kensington,133,Brooklyn
-73.8300017903863,40.7087638540311,134,0.0695878223284,0.000202375182143,Kew Gardens,134,Queens
-73.823984179009,40.7294225795548,135,0.121793045659,0.000467912240542,Kew Gardens Hills,135,Queens
-73.905720320625,40.864802599928,136,0.0906287154122,0.000148524994129,Kingsbridge Heights,136,Bronx
-73.9771204876607,40.7403575164434,137,0.0461076242707,0.000116455098947,Kips Bay,137,Manhattan
-73.8728301614581,40.7748797262981,138,0.107466933508,0.000536797294367,LaGuardia Airport,138,Queens
-73.7433164657272,40.6777487689208,139,0.0932997884483,0.000446669880154,Laurelton,139,Queens
-73.9545679376881,40.7655067210679,140,0.0475842911325,0.000114203907779,Lenox Hill East,140,Manhattan
-73.9597126794378,40.7668387705096,141,0.0415144638712,7.6654557902e-05,Lenox Hill West,141,Manhattan
-73.9813524075334,40.7739059292719,142,0.0381758942321,7.5653792074e-05,Lincoln Square East,142,Manhattan
-73.9879721800883,40.7757711485763,143,0.0541798538849,0.00015109426901,Lincoln Square West,143,Manhattan
-73.9974067293384,40.7205815434936,144,0.0276201668505,4.7478967037e-05,Little Italy/NoLiTa,144,Manhattan
-73.9486931319435,40.7465939614148,145,0.114313844981,0.000346641733797,Long Island City/Hunters Point,145,Queens
-73.9336387346432,40.7545247313028,146,0.0471405215717,0.000104638923425,Long Island City/Queens Plaza,146,Queens
-73.8981918511151,40.8191984111516,147,0.0587654949268,0.000106418172757,Longwood,147,Bronx
-73.9907188720072,40.7192104251216,148,0.0391305015633,6.9748992133e-05,Lower East Side,148,Manhattan
-73.9484733812442,40.606553698575,149,0.0836805821837,0.000270639618955,Madison,149,Brooklyn
-73.9428833477914,40.5802569707351,150,0.089331491183,0.000332568036088,Manhattan Beach,150,Brooklyn
-73.9678067830872,40.7978672267027,151,0.0548899410999,0.000128848901918,Manhattan Valley,151,Manhattan
-73.954323535968,40.8175786783827,152,0.0579094768782,0.000146637644064,Manhattanville,152,Manhattan
-73.9110528053229,40.8755960927893,153,0.024737239022,3.2468496482e-05,Marble Hill,153,Manhattan
-73.8961280155751,40.5931357658992,154,0.22733157076,0.00178968692433,Marine Park/Floyd Bennett Field,154,Brooklyn
-73.9067763297799,40.6178019578667,155,0.169808473032,0.000868261018498,Marine Park/Mill Basin,155,Brooklyn
-74.1649285228706,40.628793579994,156,0.144476890476,0.0010521217443,Mariners Harbor,156,Staten Island
-73.9019189724654,40.7240402495273,157,0.131300217777,0.000354370128323,Maspeth,157,Queens
-74.0083857615492,40.7352480158278,158,0.0548099905515,0.000185568253002,Meatpacking/West Village West,158,Manhattan
-73.9135851224759,40.8182590735953,159,0.064363233206,0.00017124910387,Melrose South,159,Bronx
-73.8807310277173,40.718521828629,160,0.14151914297,0.000571234977994,Middle Village,160,Queens
-73.9774318382627,40.7582263972846,161,0.0358039100611,7.1913068299e-05,Midtown Center,161,Manhattan
-73.9721454818065,40.7568161282964,162,0.0352698146219,4.7893696211e-05,Midtown East,162,Manhattan
-73.9783669049515,40.7644253047927,163,0.0341768669752,4.085678042e-05,Midtown North,163,Manhattan
-73.9859291133603,40.7488082217616,164,0.0357716119908,5.5631823744e-05,Midtown South,164,Manhattan
-73.9546036859876,40.6209621560965,165,0.088608036213,0.000353959317019,Midwood,165,Brooklyn
-73.9618154720256,40.8095696766466,166,0.0688237542871,0.000255276270405,Morningside Heights,166,Manhattan
-73.9044493373094,40.8279816746184,167,0.0908159737292,0.000167529391193,Morrisania/Melrose,167,Bronx
-73.9170596316426,40.8074483102142,168,0.114517434155,0.000547058100444,Mott Haven/Port Morris,168,Bronx
-73.905021874855,40.8491146858237,169,0.0601046580332,0.000146027537733,Mount Hope,169,Bronx
-73.9769427386898,40.7476544299345,170,0.0457690091051,7.4315067597e-05,Murray Hill,170,Manhattan
-73.808876506223,40.7689425494075,171,0.107353876244,0.000520099538161,Murray Hill-Queens,171,Queens
-74.1038917273824,40.5724484167912,172,0.118476116148,0.000658402501406,New Dorp/Midland Beach,172,Staten Island
-73.863078623782,40.7517688115328,173,0.0600639661414,0.000178329851357,North Corona,173,Queens
-73.8777569170164,40.8768519049503,174,0.0678177559602,0.000155928664422,Norwood,174,Bronx
-73.7553774748496,40.7434307292617,175,0.134897665102,0.000504920726134,Oakland Gardens,175,Queens
-74.1195917990431,40.5620606047729,176,0.151995190703,0.000657782126267,Oakwood,176,Staten Island
-73.911113650814,40.6770986672434,177,0.0715805407056,0.000198894762248,Ocean Hill,177,Brooklyn
-73.9706896971256,40.617633371731,178,0.0682528770739,0.000175805409143,Ocean Parkway South,178,Brooklyn
-73.9268139188898,40.7714208534308,179,0.0713808644377,0.000183893478476,Old Astoria,179,Queens
-73.8493718106431,40.675178686117,180,0.0805277671523,0.000247682193353,Ozone Park,180,Queens
-73.9790435893448,40.6720209908143,181,0.0895372399547,0.000306890292807,Park Slope,181,Brooklyn
-73.8579404888961,40.8373975935757,182,0.0393606369479,9.1064415673e-05,Parkchester,182,Bronx
-73.8318536451171,40.8495685416586,183,0.0398262960348,9.5192945107e-05,Pelham Bay,183,Bronx
-73.8046062245975,40.8648059085802,184,0.260815683043,0.00198883363103,Pelham Bay Park,184,Bronx
-73.855174333874,40.8534526738264,185,0.0861619681636,0.000228537100218,Pelham Parkway,185,Bronx
-73.9924553316348,40.7484762953951,186,0.0246963902234,3.7072941695e-05,Penn Station/Madison Sq West,186,Manhattan
-74.14114821805,40.6254544964904,187,0.126868431324,0.000421195755741,Port Richmond,187,Staten Island
-73.9451999491421,40.6575587545311,188,0.0977983968367,0.000313003032771,Prospect-Lefferts Gardens,188,Brooklyn
-73.9682674724579,40.6771816746815,189,0.0486743306502,0.000101427594033,Prospect Heights,189,Brooklyn
-73.9709483613588,40.6606069286722,190,0.0743294660829,0.000270873666522,Prospect Park,190,Brooklyn
-73.7411281086964,40.7143067606803,191,0.130932637664,0.000688460603185,Queens Village,191,Queens
-73.8152012048533,40.7443756581379,192,0.11196461971,0.000373808019026,Queensboro Hill,192,Queens
-73.9402858480123,40.7617243526227,193,0.0655299584801,0.000145591657944,Queensbridge/Ravenswood,193,Queens
-73.9210244040301,40.7914369437399,194,0.0817938353532,0.000273481702719,Randalls Island,194,Manhattan
-74.009552881762,40.6754638827281,195,0.131308244067,0.000801651953985,Red Hook,195,Brooklyn
-73.8640135718261,40.723652515783,196,0.0832421106332,0.0001974713336,Rego Park,196,Queens
-73.829030845011,40.6929730806539,197,0.108568532229,0.000504689160432,Richmond Hill,197,Queens
-73.9019833342855,40.7045300149763,198,0.134094242763,0.000499809882564,Ridgewood,198,Queens
-73.8835343798404,40.7920372913689,199,0.0778085005169,0.000288747549303,Rikers Island,199,Bronx
-73.9064634406008,40.8998515278277,200,0.112661735435,0.000744643168558,Riverdale/North Riverdale/Fieldston,200,Bronx
-73.8472806205454,40.5774498656187,201,0.130404117686,0.000619350747819,Rockaway Park,201,Queens
-73.9504103570167,40.7611678256596,202,0.0699215712618,0.000106175396322,Roosevelt Island,202,Manhattan
-73.7367182156851,40.6594787353056,203,0.189937815868,0.000615129861659,Rosedale,203,Queens
-74.2069694271455,40.5407424347674,204,0.101912418311,0.000641384265972,Rossville/Woodrow,204,Staten Island
-73.7625885037134,40.6922161447273,205,0.141953388327,0.000766216513505,Saint Albans,205,Queens
-74.123164043681,40.6359777069776,206,0.212756793386,0.000944392507762,Saint George/New Brighton,206,Staten Island
-73.8993238958026,40.7635076244236,207,0.0283756831492,4.4723084844e-05,Saint Michaels Cemetery/Woodside,207,Queens
-73.8248869576172,40.8246657618097,208,0.214721009581,0.00202032598969,Schuylerville/Edgewater Park,208,Bronx
-74.0023603272126,40.7084904955309,209,0.0306953113473,3.8870335121e-05,Seaport,209,Manhattan
-73.9443429239079,40.5937753936242,210,0.114851983372,0.000453155131253,Sheepshead Bay,210,Brooklyn
-74.0013744160533,40.7238993511488,211,0.0252345082132,3.9729196609e-05,SoHo,211,Manhattan
-73.8699050087532,40.8282923252091,212,0.0671290653429,0.000161276191858,Soundview/Bruckner,212,Bronx
-73.8607609203766,40.8164678567268,213,0.159958783822,0.000904077906339,Soundview/Castle Hill,213,Bronx
-74.0858854506051,40.586617534835,214,0.135300314246,0.000811976523012,South Beach/Dongan Hills,214,Staten Island
-73.7903944038956,40.6941666338564,215,0.103556453625,0.000395647022725,South Jamaica,215,Queens
-73.8205130509202,40.6770702279073,216,0.116797554681,0.000816076647781,South Ozone Park,216,Queens
-73.9568408354454,40.703249551547,217,0.0553905251285,0.000114733270758,South Williamsburg,217,Brooklyn
-73.7721171465931,40.6733022093618,218,0.0837008281049,0.000281293736407,Springfield Gardens North,218,Queens
-73.7610084666885,40.6602561289959,219,0.155126669675,0.000428176336771,Springfield Gardens South,219,Queens
-73.9118816012648,40.8818912035643,220,0.106015943267,0.000313035744467,Spuyten Duyvil/Kingsbridge,220,Bronx
-74.081328320532,40.620232086468,221,0.166218220846,0.000890111567051,Stapleton,221,Staten Island
-73.8820613195338,40.6466898483829,222,0.0483893527976,0.000130268343918,Starrett City,222,Brooklyn
-73.9066566437687,40.7782052899925,223,0.166021925275,0.00076436070058,Steinway,223,Queens
-73.9778427280586,40.7317274926299,224,0.0440204462769,9.8478698914e-05,Stuy Town/Peter Cooper Village,224,Manhattan
-73.9314497382925,40.6887849638938,225,0.0887992073281,0.000310835395162,Stuyvesant Heights,225,Brooklyn
-73.9293143373347,40.7352650865965,226,0.168957762041,0.00076194414504,Sunnyside,226,Queens
-74.0067950395555,40.6415969435739,227,0.0828301570789,0.000268316529534,Sunset Park East,227,Brooklyn
-74.0099609499859,40.6536174799807,228,0.177685177706,0.000993414783816,Sunset Park West,228,Brooklyn
-73.9651742350916,40.7565891857644,229,0.0425252900116,9.4705823093e-05,Sutton Place/Turtle Bay North,229,Manhattan
-73.9841761616924,40.7598446806152,230,0.0310283096779,5.6091446327e-05,Times Sq/Theatre District,230,Manhattan
-74.0067116809378,40.7186966451638,231,0.0634201165587,0.000166929752992,TriBeCa/Civic Center,231,Manhattan
-73.9823074905582,40.7153842824592,232,0.0614709085331,0.000216049973456,Two Bridges/Seward Park,232,Manhattan
-73.9712545487464,40.7491736906866,233,0.048035918294,0.000116188094682,UN/Turtle Bay South,233,Manhattan
-73.9904776187252,40.7403133927985,234,0.0360721994984,7.3105438289e-05,Union Sq,234,Manhattan
-73.9149679803186,40.8535026346072,235,0.0761668426519,0.000212844547337,University Heights/Morris Heights,235,Bronx
-73.9569723832582,40.7804913899721,236,0.0442519223099,0.000102864345211,Upper East Side North,236,Manhattan
-73.965691490148,40.7685418116411,237,0.0422126003388,9.5987320662e-05,Upper East Side South,237,Manhattan
-73.9728144762973,40.791765951034,238,0.0601093114033,0.000184763693765,Upper West Side North,238,Manhattan
-73.9782732965246,40.784107078535,239,0.0636261152958,0.000204715440774,Upper West Side South,239,Manhattan
-73.8790652607428,40.8947277038799,240,0.146069764379,0.000722130920707,Van Cortlandt Park,240,Bronx
-73.896450187447,40.8759755522879,241,0.0687645777649,0.00025467697592,Van Cortlandt Village,241,Bronx
-73.8398742943954,40.8496126394355,242,0.138136446433,0.000360072450014,Van Nest/Morris Park,242,Bronx
-73.9328247077291,40.8586701016189,243,0.0943314999364,0.000438377341503,Washington Heights North,243,Manhattan
-73.9416678789049,40.8412188445862,244,0.0805686044599,0.000359702747951,Washington Heights South,244,Manhattan
-74.1031782317756,40.6284658229849,245,0.0959830596604,0.000466175414294,West Brighton,245,Staten Island
-74.0045122067897,40.7524377637388,246,0.0694671937437,0.000281298327076,West Chelsea/Hudson Yards,246,Manhattan
-73.9251326473159,40.8291458371987,247,0.0929678582271,0.000205617157843,West Concourse,247,Bronx
-73.8710115823434,40.834687536931,248,0.0569191167671,0.000149592769799,West Farms/Bronx River,248,Bronx
-74.0024969143887,40.7346112822793,249,0.03638434365,7.2215595773e-05,West Village,249,Manhattan
-73.8495809413018,40.8326124819975,250,0.0796263465454,0.000240975845956,Westchester Village/Unionport,250,Bronx
-74.1232324865129,40.6196222063332,251,0.1377111611,0.000625754983157,Westerleigh,251,Staten Island
-73.8154024465701,40.7883289434325,252,0.158004373564,0.00102526406057,Whitestone,252,Queens
-73.8414719488218,40.7600915886418,253,0.0360514998192,7.8339576119e-05,Willets Point,253,Queens
-73.8582749478814,40.8832122764662,254,0.0858863754861,0.000360040216032,Williamsbridge/Olinville,254,Bronx
-73.9571340059295,40.7188382400975,255,0.0623841997664,0.000172309184842,Williamsburg (North Side),255,Brooklyn
-73.9591084943837,40.7109802819406,256,0.0679149669603,0.000168611097013,Williamsburg (South Side),256,Brooklyn
-73.9772393557782,40.6536644678264,257,0.0586690259793,0.00013890947321,Windsor Terrace,257,Brooklyn
-73.8566459277859,40.6901395694022,258,0.0890133787693,0.000366209617143,Woodhaven,258,Queens
-73.8563997211766,40.8990800823681,259,0.126750305191,0.000394552487366,Woodlawn/Wakefield,259,Bronx
-73.9037149992412,40.746790828414,260,0.133514154636,0.000422345326907,Woodside,260,Queens
-74.0129195637957,40.708975202754,261,0.0271204563616,3.4342323165e-05,World Trade Center,261,Manhattan
-73.9458299213996,40.7765365407329,262,0.0490636231541,0.000122330270966,Yorkville East,262,Manhattan
-73.9512093505608,40.7784939646926,263,0.0370166252994,6.5769766417e-05,Yorkville West,263,Manhattan
